X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y
0.7048710880295259,15.718557902295535,0.1007477208453616,-57.60146106740376,98.91493816983704,1.568165039029001,0.7074416297593797,1.4832415760616637,1.2283565195759245,0.49506305093684727,-0.6177232075591603,0.8907835822169166,0.2512627172859132,0.42330263836764787,0.9458915319614573,-0.9714714662134961,0.6644304628245709,0.44498636480857773
-0.3008667781766351,19.32586283087999,0.07964080993966359,-21.30464421442925,100.92779874641049,0.6934511546033617,0.5283347434473001,0.13537647878329667,0.9769332766610211,0.21212050349672693,-0.7938005431461698,-0.39393824389142096,0.7142943330671188,1.640133922686396,1.0850865284427784,-0.6082466937240921,0.5428400112537177,1.4657069232652435
-2.464638788906014,9.056996758503459,0.05683415322353376,-12.668356630521604,100.85605490214452,-0.6265964743125032,-2.2488098067994926,0.2581674585995531,0.012574260129309149,-1.3664522434559614,-0.6500015497953551,-1.2926732651689474,1.442212661748078,-1.8225149835802215,1.6934028636870007,0.40428883461624854,-0.4272896973228826,-0.822518920259774
0.238540971625843,21.655026342873324,0.09181602893399286,-20.68599045326006,97.77436927657939,-1.804859394853886,-0.5653476450491006,-1.02632060249569,1.0528685633187889,-0.26340866757713693,0.14939688723747035,0.12276633628254359,0.20910428892747124,-0.22830452825889194,1.7927608666597503,-0.955190098064575,1.747360989166764,0.38003817884222535
-0.21532722107822352,16.0424111046759,0.1542927822936656,25.94283188947468,99.6182523113368,-0.4374934438461239,1.381806907117159,1.8406915861012585,2.409926658597621,0.7932799256466853,-0.6701386009830508,0.32371451919000527,-0.4460899613368292,1.1870965708111971,1.1659291653155408,-0.13500370914717663,-0.11272374816350315,0.7740472035248249
-0.5783638621080721,2.137727595085148,0.09972890086484484,-72.47125534469001,100.60514225275995,0.897456765304739,0.13128781422460534,-0.7069778596842776,1.1663934109909906,0.42181576404187376,0.14482061289185913,-0.5021952362038331,1.5666387392276386,0.04868663669346914,1.5488711815301155,1.7129433413951192,-0.5026247634751342,-0.5936480344597893
1.904767824000998,26.483507156286425,0.08986957957634312,111.21479583167748,99.2234343594888,-0.37693959702646856,0.3374869893694358,-0.04752255937341203,-1.7308790589497558,0.15431075835919128,-0.7406949837109147,-0.48708722908779784,-0.0017440625335127745,0.7669119515076667,-0.5872354753677764,1.1847974347159018,1.9825653911774925,-0.11421424226597719
0.7632244633521545,14.424809706030409,0.09612668996430589,22.54282786616303,99.03526008719595,-1.0886771759060891,1.4736457139985095,0.44414853341053767,-0.5596543139885476,-0.666343622971508,0.04199476766302173,0.9754407705296384,1.8211943606126535,0.8828444902738146,0.10977295712345483,1.642366223607916,0.7079240550120058,-0.5346707733364024
-0.31572012163789215,25.80503462127535,0.10155698220837354,100.99393990184949,100.86696220337039,-0.7864885918980007,-0.20990978474443464,-2.0423098672495397,0.613389946531202,-0.8850197515008779,1.6938892767245917,0.5549869445215095,0.7454488151105969,-0.842202680186671,-0.2053337420077231,0.3057526010915202,-1.1699730092161056,-1.3781125228474538
-0.5153477726353046,24.608218721217256,0.07913373379257864,19.698365077155838,99.87732772298392,-1.4584972033432877,-0.7320623790691937,-0.01830525552525071,-0.8704231467872711,-0.6408556630408501,0.3429202152064824,0.038624134534225675,-0.9901441498968095,0.14996192666691852,0.3330651287384449,1.2792637579342805,-0.23059179089050585,-1.1852948697172097
