,0
0,-0.3770490794958102
1,1.1753824932600438
2,0.007884683999160813
3,0.41867610665094734
4,0.32113262435096035
5,-0.502718785414861
6,0.34038366318990754
7,-0.5596283877912991
8,0.4078964635398581
9,0.25329213388586636
10,-0.31798892422730474
11,0.24139939824779458
12,-0.1997678291834783
13,0.05463330659768528
14,0.07349294460980932
15,0.4585925408451756
16,-0.32352363186234223
17,0.9333401298518812
18,0.8684735426880271
19,0.28253426900908507
20,0.09295356068924152
21,-0.12201116494430153
22,0.16596590201130723
23,1.2877019386023179
24,-0.37540856658092187
25,0.2734752603787278
26,0.36180009447828304
27,1.2443834714574913
28,-0.4852401603765244
29,0.7890402020886171
30,-0.19576472123700558
31,0.03889111753811214
32,-0.46181157684191737
33,0.3494495973929457
34,-0.032148590387634665
35,0.6154584578966792
36,0.29441202115402476
37,0.4492008755266932
38,-0.05954002325191288
39,0.5169227029980595
40,-0.7372386018126871
41,1.0943310232883965
42,-0.49986673470322185
43,-0.00015238971041400817
44,0.12313377762427924
45,-0.28173466720956275
46,0.5723441212290894
47,0.14082762390614134
48,0.5806351357131716
49,-1.6928427830350121
50,-0.21291513320801414
51,-0.48663637131968485
52,0.06029442403910354
53,0.07419816571324472
54,-0.3020279583401723
55,-1.2767738601650866
56,0.3682924041100778
57,-0.02103762557437472
58,-0.16917702564585918
59,0.16265536333441383
60,-0.6048148495461445
61,-0.11131487071659267
62,-0.19367932116218312
63,-0.05117166188367131
64,-0.2835573857123473
65,-0.20360146058747414
66,-0.6583113462913885
67,0.20569385006483817
68,-0.4783369040457311
69,0.42373073978170817
70,-0.1957412513111536
71,-0.45083057585436875
72,-0.596513306663863
73,-0.6032979018512092
74,-0.004241723234211653
75,-0.5791020086685982
76,-0.4525167162026397
77,-0.300357257922446
78,-0.7278114689651751
79,0.24967758106544935
80,-0.9791993517892557
81,0.6386577991979157
82,-0.8650152933822863
83,0.09188283870988831
84,-1.3858590773581776
85,0.242424396256621
86,-0.46589692219932155
87,-0.9620883026874882
88,-0.22526236631163854
89,-0.49131955118829584
90,-1.0378126284016944
91,0.27153330609554394
92,-0.2800895660356575
93,-0.8865702017239498
94,0.16830073352027106
95,-1.3310911204434417
96,0.33656628404421945
97,-1.4486970304403939
98,1.152633225190183
99,-0.8765652841611477
100,0.08330502074966485
101,-0.8654277982559354
102,0.8057868297283087
103,0.022355369469863717
104,-1.616837736151286
105,1.099549261115865
106,-0.4581559789416645
107,-0.3311174385092527
108,-1.2097815968809784
109,0.4686503763151794
110,-1.1468761491680033
111,-0.3709683665278321
112,-1.0891897272694613
113,0.355046718563801
114,-0.44541421356221167
115,-0.7525871386781084
116,0.06612322273598997
117,-1.3096194911680628
118,0.6033614868839268
119,-1.0022600698580009
120,-0.16011240082100603
121,-0.6043320753633663
122,0.15769033138247096
123,-0.4456489869360481
124,-0.26915971768758695
125,-0.6238818688495962
126,-0.4547587401944693
127,-0.2937351631359068
128,-0.6451301869807902
