,Value
0,10.582370337193394
1,9.124885936990243
2,6.855096225040872
3,6.300932910303624
4,6.424036229534016
5,6.423690036370992
6,5.827511200991803
7,6.803259276767639
8,8.588582032705856
9,8.15181655408521
10,7.753816221101796
11,7.058012772833461
12,7.195765451471964
13,6.894185597860984
14,7.1225840946737815
15,10.011571858150376
16,10.500723167273227
17,10.493344073417894
18,8.693456756720945
19,9.027192058206955
20,9.86022107403381
21,8.806876107830458
22,8.70009342121121
23,8.336409550634698
24,9.457426474870768
25,9.694259712337523
26,8.266863866465524
27,7.409475153414822
28,7.343466658217694
29,8.872326799886425
30,8.81178675988684
31,9.45268295831308
32,9.137174112776016
33,9.144310010256419
34,8.457536686157995
35,8.238617255596496
36,7.520356695996843
37,6.31365667708494
38,8.153622744699044
39,9.176676094204813
40,10.22593586910624
41,8.784257100143362
42,9.050639812805262
43,7.599596764345899
44,6.8523205155476905
45,7.084979042526001
46,8.969561109441269
47,7.564793109149488
48,7.363384757914316
49,6.9421006354789645
50,9.370953561863093
51,9.850565503641874
52,7.631461248117676
53,5.5158666532533465
54,6.992803121856823
55,8.66955785337512
56,9.019657748292229
57,7.930179062701499
58,7.7366628750059725
59,8.080098536611814
60,9.340616990460859
61,8.021073216658037
62,5.937782452486927
63,6.287166822650164
64,7.036973045476209
65,7.207403055036483
66,5.690865860199944
67,6.980378783128957
68,6.772643956959872
69,7.664060169187645
70,8.519877512850577
71,9.532262439860215
72,10.53408185492487
73,9.5103341749239
74,8.970890380007738
75,7.63075222802008
76,6.432083205404426
77,5.8917281905083225
78,5.209590839075478
79,7.4818545297966095
80,7.3177207930697215
81,6.889166597461098
82,6.748272147669617
83,5.194678834948114
84,4.86588993795454
85,6.674787875793783
86,6.492093637188408
87,7.972404357743094
88,8.987638224598852
89,9.326471452421169
90,8.272867893289487
91,7.403902034169645
92,7.432545993211757
93,6.7282719414696475
94,8.52260578553313
95,6.741535543856654
96,6.970553357771823
97,5.8255332996840945
98,7.626618415212078
99,9.601845504440785
100,10.200618273581686
101,8.02985838454802
102,6.572754264671118
103,6.696892895774214
104,6.532345841755211
105,7.8282109269149
106,7.376436265439544
107,7.373917523478248
108,5.930788554269469
109,6.573455087663112
110,6.888295820450432
111,7.963154969602837
112,9.113647112826023
113,9.229966401446452
114,10.19447909069927
115,9.503304154744583
116,8.224592908955447
117,6.214733200554315
118,6.972732122174306
119,7.142732471554298
120,9.508943596613179
121,9.566039346075248
122,7.570309837783376
123,7.787960102965151
124,8.199225434750224
125,7.662422045213486
126,7.908628391631867
127,8.628363669420466
128,9.749114025903124
129,8.861787751401454
130,8.390813698146811
131,9.403669404670653
132,9.752812798200228
133,9.72141771255154
134,8.865887420281215
135,7.931420458455722
136,6.558767074573074
137,7.009266040454824
138,8.880198952191025
139,9.942912237397614
140,8.82127756268435
141,7.806471668030592
142,8.531998137992273
143,10.432089749603502
144,10.50002516943313
145,8.738001561845916
146,6.552737055698313
147,6.1257236322626145
148,5.654473402516188
149,7.040594460044607
150,8.692175618424843
151,9.497916289020315
152,10.485046336196715
153,10.653887507325233
154,9.709573697203115
155,8.279386439707656
156,6.721079855531586
157,8.645956481442614
158,11.009383983538735
159,10.413218214580002
160,7.475963475701469
161,7.7719403632255215
162,8.965499569374863
163,8.927420982847925
164,7.359012397271715
165,8.908091748247868
166,8.888921491577317
167,10.10820045840794
168,10.050005513166317
169,9.839660984043537
170,9.301262977683017
171,7.92160478957271
172,8.489399427224322
173,10.191790500492072
174,9.01655183167272
175,9.645643959513844
176,7.056998812387178
177,7.026893875263194
178,8.21217012676309
179,8.209511669027973
180,8.574760564465414
181,7.5887775465629215
182,6.785640431919689
183,5.066524569144855
184,8.12714358766357
185,8.32458666853541
186,7.916149378703935
187,5.1401735890210345
188,6.333369058038768
189,6.598739680083555
190,8.097847930536558
191,9.717984751854672
192,9.364003544585067
193,9.052798824946677
194,8.22089003209795
195,9.74121619993978
196,9.791345624163435
197,9.175120843263052
198,8.183538633006897
199,9.22607146500248
200,8.722315367946933
201,9.881354059340154
202,8.191802554156698
203,8.547520142894744
204,9.880254183180682
205,10.293125174994465
206,9.434151217296778
207,7.831466345960294
208,7.706932213197463
209,6.980183433486273
210,6.070725089618961
211,6.841379671989278
212,9.069242191647856
213,8.087559296443041
214,6.785454068751399
215,4.595053530730561
216,5.427410593422291
217,9.217985495068968
218,9.810075161508095
219,10.212343176418191
220,9.088031486429852
221,8.63615519817585
222,8.305927024655528
223,7.024294434868336
224,7.1609472673541745
225,6.697102453337574
226,7.595597803850085
227,7.156668191385397
228,8.62071008242209
229,8.992668042342721
230,9.041212096455611
231,8.440352922597
232,9.906627995936768
233,8.610475714827627
234,9.774679658122393
235,9.232323286813143
236,9.272457029817149
237,10.180825898660931
238,10.794377673525082
239,8.365574379495998
240,6.48478230446097
241,6.107094812318128
242,8.361469174646183
243,8.85399042517551
244,7.0419451640507695
245,6.332951916921512
246,7.43422486573432
247,8.484212618753613
248,9.521453228344821
249,8.846215915368079
250,8.779574907811027
251,7.789878676297386
252,8.399928669448446
253,8.104620685697366
254,9.245946175440098
255,9.72789767310545
256,7.847699024596855
257,7.485253346706686
258,8.234604288017755
259,9.66011815201995
260,11.115484817103214
261,10.092399895379842
262,9.398446238858808
263,9.052352332545745
264,9.201252574174116
265,8.517002745377491
266,8.846721232236934
267,9.303465454700033
268,10.400700745976179
269,11.837313817574639
270,9.950251508356743
271,8.57718026806905
272,8.035306152629284
273,10.22172051844951
274,8.298185425658481
275,8.097372079075775
276,9.553381321642666
277,10.587977770583095
278,9.98917666958003
279,8.995494416764107
280,8.588040475878369
281,8.713988944041686
282,8.303491006714172
283,6.815581894834194
284,6.489780557509375
285,7.421396192776344
286,9.28149153395034
287,9.617033371543585
288,9.3105747028895
289,6.999534490162278
290,8.547916857698969
291,8.847090451916852
292,10.099521770532181
293,10.355335897376854
294,8.825817940694614
295,6.676220288537065
296,6.221020856622026
297,7.1985883523771035
298,8.881067285591897
299,9.368310992513607
300,8.701358907287327
301,9.518557885802123
302,9.595713473925262
303,9.28354104737012
304,8.570461882233248
305,6.578520505183407
306,6.613953512029354
307,7.452885222452015
308,8.456416214574153
309,7.7845634933716905
310,8.020321327975863
311,9.032912399131138
312,9.084126063896983
313,10.086383930912294
314,7.890997821747573
315,7.462732028785666
316,7.715524018814442
317,7.731197202222092
318,6.261541081560102
319,7.465792418902603
320,8.190283888104531
321,8.409619622138289
322,8.170116176710613
323,8.009987328203001
324,8.163183983907675
325,9.302356155429926
326,9.602253407296368
327,9.112012038234226
328,8.046640859559608
329,8.024809373600165
330,6.416667169227079
331,9.151865592434227
332,9.570031954709425
333,8.877236944110958
334,8.069885120968008
335,8.028133861972796
336,8.654764258395879
337,6.79123953417246
338,6.180215953974623
339,5.0799702301992244
340,8.164097831002763
341,8.401854393416754
342,9.955940033656136
343,9.179629980793557
344,8.593958230884738
345,7.802065795339151
346,8.24387558331697
347,7.777049277688941
348,7.6613810875288815
349,8.094959241721524
350,9.21056490242087
351,9.578406612034922
352,7.381321146531857
353,6.023728377577638
354,7.564650764434622
355,6.1129880297773465
356,6.9944456561282475
357,7.073507862912656
358,7.512235656366257
359,7.233433866761484
360,6.411443577673488
361,6.728830071770739
362,9.196294175380238
363,9.697183212462184
364,8.814384481875214
365,6.3607065997087755
366,6.8063703973811185
367,7.745949336252798
368,7.52372075109561
369,6.765958515464039
370,7.755512817169208
371,8.655498846333208
372,7.867575223946588
373,7.261794802721649
374,6.49032175762302
375,6.814984141805619
376,7.374903878548142
377,7.770844331138482
378,8.314514397702645
379,9.181312100208121
380,9.263660245220981
381,8.522153307017632
382,7.148937721741343
383,6.541195820056535
384,7.584426184320685
385,8.873658295876638
386,7.538766336113498
387,7.007090179799059
388,6.337390586826311
389,6.801633723710516
390,6.295502615920903
391,5.840668870074726
392,6.1129236964357085
393,7.163007620996839
394,8.745781347112146
395,8.597512793441187
396,6.828557046512456
397,7.480406427635556
398,8.424040685246798
399,9.676212754581796
400,8.676614094498566
401,7.280342446466801
402,9.195094675847583
403,9.801332923229172
404,7.4460798899184955
405,6.261977823466708
406,6.284826444854941
407,9.366379598571694
408,10.488081836033896
409,9.704061999863551
410,7.793542069872915
411,5.9132605106244736
412,5.192885976727357
413,5.806260361064307
414,7.843592262282844
415,8.353269022993755
416,7.380248296085126
417,6.972436184650338
418,8.494202433099082
419,7.262513322753499
420,9.14935910273999
421,8.31201984103088
422,9.06176182494398
423,9.543545220456146
424,9.376564220769136
425,9.12199817890163
426,7.400648453532499
427,6.3749098654289815
428,5.733732558120833
429,6.441791688798251
430,8.572461329204634
431,10.396119832122366
432,11.400031452727966
433,12.121534445632616
434,11.599002493536682
435,8.491814591963852
436,7.235677520376681
437,7.571743058961442
438,9.932416978478674
439,10.58764800854914
440,8.564386572571326
441,7.183425266927365
442,6.2431135287788795
443,4.723767208488773
444,4.957508338389179
445,5.214906108951297
446,7.0137117429178595
447,9.520640001898741
448,8.985164007262986
449,7.621078446261333
450,7.696497311803885
451,7.768332390298432
452,9.884210881986307
453,10.878721697729661
454,11.136330520496553
455,9.921277689947678
456,7.96391898571798
457,6.851406621958487
458,6.955454429310356
459,8.213894332332476
460,9.118294579247227
461,9.413779299278582
462,9.790655564234651
463,10.236505685177807
464,8.567327232894051
465,7.8887526101726655
466,7.401609995540901
467,6.761708320701771
468,6.372182892402483
