,Value
0,2.657694893744753
1,0.7598950587920075
2,-1.6920832277382651
3,-1.7167917180702768
4,-2.065633256566252
5,-2.296651192378548
6,-2.119923933649071
7,-1.1267415537017187
8,0.8548880550079652
9,-0.27049544989759305
10,-0.2712003710695088
11,-0.9729131136366316
12,-1.5289747219443737
13,-0.8927506264195424
14,-0.7073346614869401
15,3.16796697193587
16,2.6698217336792305
17,2.4299760408180315
18,1.280839131489881
19,1.1595945725906678
20,2.3025197040331515
21,0.6586857908234472
22,0.7938495636373147
23,0.834613270709285
24,1.8223537060028008
25,1.7768138023548827
26,-0.24878981788159138
27,-0.40928763658975614
28,-0.6062822173862337
29,1.2204571508304443
30,0.9371925979366522
31,1.9814989437921322
32,1.1450707477065971
33,1.2397059511318231
34,0.7836482985006902
35,-0.26308406508848414
36,-0.7050467672039206
37,-1.9384068438144175
38,1.0893174330016306
39,1.19152079347559
40,2.5362157157641905
41,1.1011237367009747
42,0.9344018181807643
43,-1.1532311155823223
44,-0.7310794833416747
45,-1.0815300877922382
46,1.3019644015889125
47,-1.040195307200947
48,-0.8860050277845015
49,-0.4677646091695573
50,2.0955401164664638
51,1.2683154851370377
52,-1.0473601004791677
53,-2.5453645011682013
54,-0.6589689760782467
55,0.768447339176759
56,1.1701791484305606
57,-0.5353557800515056
58,-0.011342195112640618
59,0.6337914117719092
60,1.1649997509586525
61,-0.6800712295089457
62,-2.4694561847911762
63,-1.370001959258597
64,-1.7723518664301698
65,-0.8887087188652996
66,-2.787574420304061
67,-1.1122959975747124
68,-1.348660437938518
69,-0.3356642224440838
70,1.2409327665743783
71,1.7792396746810992
72,3.1868852860084145
73,1.482467454419199
74,0.7364464268216909
75,-0.20180629072705394
76,-2.9177320547340124
77,-2.2124921641442707
78,-2.7147243266091756
79,-1.1062405736576335
80,-0.49644016241586025
81,-1.3653399519386664
82,-2.4488732877931314
83,-2.9814869981368095
84,-3.6103555710189528
85,-1.6044635153831914
86,-1.596620759968173
87,0.5683039928141677
88,1.07467861096783
89,1.3158927977972534
90,0.4587354443003226
91,-1.4542321689411484
92,-0.026557319863669437
93,-1.7515260641539578
94,0.7010588120690391
95,-1.786146241834242
96,-1.5319630321054878
97,-2.3939794413845537
98,0.5246890410107862
99,1.993596886864207
100,1.93153388947238
101,-0.1247364063676335
102,-1.988446433759882
103,-1.3540458713010306
104,-1.7437537248404085
105,0.1575249472853837
106,-1.2532995263770013
107,-0.8274232410364394
108,-2.4834148683344988
109,-1.7967852305638532
110,-0.7919078877345098
111,0.045116578344317704
112,1.3983318564748808
113,1.8182783021726296
114,2.7819448072960884
115,0.8793307404105182
116,0.4411826585849865
117,-2.614566688063486
118,-1.110758741569207
119,0.06199345172619819
120,1.4735610196430087
121,1.3830174576885743
122,-0.3590071174469147
123,-0.1983243290472473
124,0.21252828045050365
125,-0.7002773527902441
126,0.4051482314371989
127,1.0875647703082065
128,1.6739157157800186
129,1.0064936921397596
130,0.7163103968133945
131,1.9188647178868212
132,1.9723000064233864
133,2.066849115752402
134,0.7603993484884597
135,-0.5897762176922403
136,-1.7110729462464653
137,-0.5163975477122373
138,1.3800805937714624
139,2.0424530424149445
140,0.5533144732141504
141,-0.0628647112554927
142,1.3396761294448751
143,3.132128850947041
144,2.212550697822179
145,0.6966119492999575
146,-2.145388408068684
147,-2.4628999253768855
148,-2.289232795305791
149,-0.9418705546723546
150,1.1560014009668411
151,2.1353196313961553
152,2.923832415468823
153,3.312427831844115
154,1.4865653737505555
155,-0.2788743225711139
156,-1.0725299235054528
157,1.9467420350414042
158,3.2610026914346606
159,1.8710830806526384
160,-0.44224077750856017
161,0.463506588904288
162,0.5117788515072662
163,1.2820166982765104
164,-0.9102455514871096
165,1.5007179703853095
166,1.3041178993849165
167,2.2777139941140954
168,3.0191564655665464
169,1.7033861309265994
170,0.9596714349243363
171,0.7913401568574706
172,0.12436271117591058
173,3.2209664979526345
174,1.0632562166234996
175,1.1468376458120138
176,-0.9750294742106759
177,-0.9105262296569847
178,0.31263463672826314
179,0.12340504140156491
180,1.087997918633492
181,-1.4923301158683882
182,-1.55016547634931
183,-3.075955813310226
184,0.9927205879791261
185,-0.5773247300496887
186,-0.3067001847212034
187,-3.4187097652665965
188,-2.0200300675919967
189,-1.113786896381112
190,0.3143008189667169
191,2.42154611652821
192,1.1194234811057386
193,1.1637724906775486
194,0.7921783409957229
195,2.210048164863978
196,1.6571661585930686
197,1.7065259304894287
198,-0.22604294934386154
199,2.063974168222843
200,0.8505148701742273
201,1.8319203380673021
202,0.3184299202677126
203,0.9631834588356369
204,2.7416405056486366
205,2.2772017610039628
206,1.253457991808915
207,0.10197615144986791
208,-0.6938254919514877
209,-1.8601257415950314
210,-1.5789144433982885
211,-1.3156611999112555
212,1.598727659090581
213,-0.3714522170220444
214,-2.6355473689168782
215,-3.356002307170044
216,-2.4897319917648684
217,1.9908359799673814
218,2.1103517729110832
219,2.376614861832112
220,1.3788963485613992
221,0.47749784667372114
222,0.33212034756599373
223,-1.6222889650386807
224,-0.6304172198764394
225,-1.6738813478218018
226,-0.6425613687750379
227,-0.5208299139671523
228,1.081156901594098
229,0.5366907132828608
230,1.9728427058136995
231,0.2164818519141043
232,2.2896864916639483
233,1.0921504396188548
234,1.9107696602184534
235,1.321688368411505
236,2.1402799294771304
237,2.6620241745593622
238,3.034898994645583
239,-0.4967152063228719
240,-1.9285509834029062
241,-1.357228137067924
242,0.48949377870509136
243,0.4013924715323782
244,-1.2950768217287247
245,-1.833283370448204
246,-0.24564877656314726
247,0.6905609370381669
248,2.0118022954608805
249,0.48396637447107776
250,1.228355841160365
251,-0.4214430422223046
252,0.24139083622238566
253,0.9275515309864725
254,1.33350774065351
255,1.663217395763537
256,-0.2574154992557334
257,-0.7057816727917556
258,0.9715695869496648
259,2.3676582540955247
260,3.5009069551681744
261,2.2023181595865013
262,1.9043965660365456
263,1.046327248418606
264,1.4161791773597567
265,0.7234784141015904
266,0.901472909955825
267,2.097376308467211
268,3.2926731484026406
269,4.525323439448464
270,1.0716502385203157
271,1.401035381684476
272,0.4275255172195511
273,2.0265186637008794
274,0.27295916347967764
275,0.6430378062164102
276,2.151463874297076
277,3.033644213741486
278,2.0824402222074263
279,1.0169081891439993
280,0.9885019285316426
281,0.695070286497924
282,-0.130322731378123
283,-1.5105768063540126
284,-1.595951577339505
285,-0.42318531169434087
286,2.3780432655859967
287,1.027437896157772
288,1.4985410838560351
289,-1.0301484692187128
290,0.6896046978895689
291,1.5060013740493057
292,2.7360074124664204
293,2.3171228038600846
294,0.553442816454759
295,-1.9947002548147865
296,-1.854073909796671
297,-0.20499959767131748
298,0.7912397468243899
299,1.698229400014484
300,1.0623591663174619
301,1.7304777248952095
302,2.1279708439593996
303,1.2615157592353756
304,0.16892701330555282
305,-2.009150848702847
306,-0.9763219924939853
307,-0.6930856676291686
308,0.296289251700402
309,0.17569211544565766
310,-0.33340626422620717
311,1.8589563482592504
312,1.4570005421071817
313,1.8534705780799459
314,-0.4289409560121318
315,-0.03706517530865916
316,-0.8202843107530186
317,-0.6120211408798004
318,-1.75469107187666
319,-0.4366737608735409
320,0.20365942550305297
321,0.5959304171561787
