,Value
0,0.6423768083118986
1,-1.4589140002056737
2,1.182062976735474
3,1.7880107720034393
4,0.48156384293199184
5,-1.9080386022115818
6,-2.1922646477147585
7,0.7585296991930434
8,2.3397721137154592
9,2.0708983562395167
10,0.06729906450994438
11,-1.2595597866508634
12,-2.4876241494650984
13,-2.8839791514598865
14,0.03553949083244223
15,1.0089529903199688
16,-1.439999994728307
17,-0.032876317576623126
18,-0.33687498018214024
19,-0.4246917124929741
20,0.9408947853521452
21,0.01298416740539221
22,1.0121354687314486
23,0.9392440450473383
24,1.5211876105458666
25,1.2873330655906976
26,-0.30764991945604814
27,-0.9820749755302647
28,-2.092271263050862
29,-2.132687855293758
30,0.2776320543750662
31,1.7993527453965776
32,2.2031020402713732
33,4.092198899780758
34,3.434070941647244
35,1.2094125904401398
36,-0.8007219114985417
37,-1.5552983805992857
38,1.931069302736857
39,2.7202079097470953
40,0.39307664545098253
41,0.1684122482106052
42,-1.5672354291295811
43,-2.7216195288988274
44,-2.130625031091349
45,-3.4260724611152784
46,-1.376853082974793
47,1.7248307554866527
48,0.7907913409980356
49,0.1662662938683063
50,-0.6508226952035128
51,-0.558879528188142
52,1.208388525853058
53,2.282565348321716
54,3.0798499676914424
55,2.043308185615956
56,0.36173468873485826
57,-0.9449197580136108
58,-1.4256859156122688
59,0.00514602314404744
60,1.1768373875929066
61,0.5840228308747075
62,1.665997670158242
63,2.306175007917015
64,0.6648525310292667
65,-0.1728741283391216
66,-0.11451944481848281
67,-0.8622948978212815
68,-1.9191655220826953
69,-0.6357234275730884
70,-0.2314826151751102
71,-0.8532372756783572
72,0.9372877316426325
73,1.029443121803439
74,1.1072998305327666
75,1.3051613515422233
76,1.493315715693173
77,1.9765813620735861
78,-1.276421496427824
79,-0.5323170907520738
80,1.0332776078940307
81,-2.1519349435925976
82,-1.8519533604785834
83,0.2674040500086782
84,-1.1225597978346693
85,-1.8920362738415242
86,-0.06542034948507947
87,1.9454313672475492
88,2.541620615008708
89,2.3512536811925306
90,2.332132999397733
91,-1.3391877737720128
92,-3.2041233744729265
93,-0.5413751978371829
94,-2.4743250406279023
95,-1.9259695874463105
96,1.6526689287760452
97,0.1238477882310316
98,-1.1518231968506334
99,-1.3102356513975169
100,-0.9570488130295923
101,-0.05795415111313551
102,-0.04768158062331432
103,-1.0188093182518485
104,-0.6381627297538073
105,0.049998519105762196
106,0.6001582121641081
107,1.2604272293555
108,-1.1561393313427306
109,-2.912328422127635
110,-1.373570638978574
111,-0.41044349914693934
112,-0.020049215940097953
113,1.2679859222985954
114,0.8256824491911564
115,-1.6488503299291317
116,-2.868406476292117
117,-0.6283360713615278
118,-0.467320911456784
119,0.04774340169173885
120,1.0193032589418822
121,0.42393081382252024
122,-0.3554342567449481
123,-0.9830085489209961
124,-3.0315420108717146
125,-3.167342047885194
126,0.3605550252067884
127,-0.3133357518306916
128,-1.730910488896964
129,-0.8952778725230399
130,0.010955771836539986
131,-0.7351923132701425
132,-0.1391575570025847
133,-0.9533537156614006
134,-0.5421953006837132
135,-0.2748642200033633
136,-2.2183841807355185
137,0.495263027223375
138,0.34713854821904566
139,-2.6313042732198304
140,-1.5781548371073655
141,-0.8345123343163289
142,-2.0250411101626042
