,0
0,-0.6501305690380192
1,-0.9261513426648236
2,-0.7033392348227882
3,-0.4126231918075983
4,-0.3484057508000712
5,0.6579653837323901
6,-0.10667457068089725
7,-0.4344317167045274
8,-0.11695835322795255
9,-0.05662324495754628
10,-0.0261619557791124
11,-0.16274308707049615
12,0.1732499645714853
13,0.2335072752614756
14,0.43468420336562674
15,0.6291402788904676
16,0.9419999874730618
17,0.5833126386749932
18,-0.0894702509637314
19,-0.1226952750992
20,0.0770853619139201
21,0.3545640381504727
22,0.2798320972422084
23,-0.15113148856690023
24,-0.4765033769576632
25,0.12325946715646147
26,0.3639574299666284
27,0.5372734547619692
28,0.3768085437503206
29,0.002038096661106395
30,0.24802510608102893
31,0.6392035591254466
32,-0.18925937912744967
33,-0.43967165862458396
34,-0.17187248059721338
35,0.20750050525726646
36,0.058081516437512914
37,-0.5490218863451041
38,-0.5506108445600055
39,-0.1146943010637903
40,0.3140635597912851
41,0.7461178455368942
42,1.1707401385934755
43,1.4405997130267325
44,1.182758523343713
45,0.8350407665181401
46,0.6857400761762511
47,0.9910488613533026
48,1.2926618880314846
49,1.0646452158064585
50,0.9834726753531621
51,1.1173382970154524
52,0.1569479072929112
53,-0.2767193200864055
54,-0.2523879457565403
55,-0.3039648837966349
56,-0.19680507066736308
57,-0.2652257693179612
58,0.0223071745939922
59,-0.3257825591873418
60,-0.4967546343005583
61,-0.49674220601465957
62,-0.48247540770308356
63,-0.26638777642021605
64,0.08404948032005066
65,0.16157487740206405
66,-0.013800947485117503
67,-0.027172582273480843
68,0.3905818219858649
69,-0.0034910384239348335
70,0.002925945518148787
71,-0.15525421601877726
72,-0.1654497820454583
73,0.46631235216712724
74,-0.2741194889633556
75,-0.204283678075047
76,0.17279654340873618
77,0.20372448366915677
78,0.13747579563097467
79,-0.5558465122930752
80,-0.20384534355886363
81,0.08648319768979411
82,-0.369593960679537
83,-0.30469185570824137
84,1.0065122390206722
85,1.6902413130598681
86,0.9383551814915944
87,0.6076954768779746
88,1.1670682166586457
89,0.2978094793894476
90,-0.3658857388697481
91,-0.38914798944247625
92,-0.7157003638363513
93,-0.15223437734144735
94,-0.4451573513038387
95,-0.48270137794421347
96,0.0636142101361808
97,0.6611866499165251
98,0.3763044968671822
99,-0.5707726743853285
100,-1.1411297698102854
101,-0.1640232254973737
102,0.41259592285321733
103,0.004330662602402141
104,-0.555849240892533
105,-0.8091012949803789
106,-0.23138228319044063
107,0.7318176130892948
108,0.2732253680230308
109,-0.0778041713328734
110,-0.27322020072624364
111,-0.5133457331455228
112,0.17162311244028067
113,0.9555342473209985
114,0.9419671286898263
115,0.7449335179143395
116,0.5375363222734126
117,-0.10082809135724613
118,-0.3269647135130721
119,-0.1338780381913146
120,-0.1180431919141714
121,-0.12551599412720335
122,0.3056221975531279
123,0.1292344564856203
124,-0.2126917501387207
125,0.09092329411321139
126,0.06058827161051933
127,0.6745074819949447
128,0.452616734117094
129,-0.5929005876035719
130,-1.0324710663811991
131,-0.48029369577423475
132,0.39695235333983325
133,0.48734949242817355
134,0.20902312276253354
135,0.10471418003162325
136,0.9092112627485335
137,0.16676607583520875
138,-0.2764954352682377
139,0.22610166680918228
140,0.9181750936166242
141,0.6542263352529857
142,0.24553471574439228
143,0.2341863952603914
144,0.965176523337197
145,0.43750320810008275
146,0.09507923877773394
147,0.6903413679216244
148,0.7016033165148493
149,0.03340844850907537
150,-0.6926074489778662
151,0.25340499045412646
152,0.39253140749317056
153,0.7096765258250349
154,1.222735155596498
155,1.1279127706478356
156,1.0267371511334051
157,1.3480980686238206
158,1.3678934330159693
159,0.5433401452596416
160,0.17772511567190025
161,0.46842397933801094
162,0.7069447890516265
163,0.27743189361128423
164,0.11094931046019549
165,-0.18952004573185594
166,0.14853663572025555
167,0.8241016461382846
168,0.4794752364782352
169,-0.042477182332122915
170,0.12856987675174175
171,-0.35011893481005235
172,-0.31070485224205363
173,-0.27353114676996304
174,-0.3813984937464246
175,-0.2963076886360133
176,-0.4895750225105301
177,-0.38364016744377605
178,-0.43574620767585853
179,-0.8423894004915322
180,0.2414131277759698
181,0.9870336586131159
182,0.4563413710937772
183,0.8224461670149055
184,0.28950027081006
185,-0.32933701251406844
186,0.167037617544605
187,-0.02009873445761759
188,-0.6527406093594341
189,0.5714456876516192
190,0.0550088829556199
191,-0.5039923284904633
192,0.2176767042230115
193,0.48274947172657356
194,0.38674077231218884
195,0.12118313156426952
196,0.6525344328490886
197,0.5252866640897694
198,0.7655916665906961
199,0.8115064841894094
200,0.3110916148962468
201,0.10457237550412536
202,0.07457447450226912
203,-0.16803422386983588
204,0.06804462267459066
205,0.4127293098954906
206,-0.14230196081525887
207,-0.25155218574465193
208,-0.019135437516848302
209,0.5224778890659588
210,0.3591803963818818
211,0.06984895064093338
212,0.11245088018309216
213,-0.7060642558289624
214,-1.7725488960320892
215,-1.4135857396520148
216,-0.1441194592042639
217,0.3437557635617393
218,0.030718669075090133
219,0.14570021086499446
220,0.38005864396761246
221,0.6372983391488073
222,0.4050946674320176
223,-0.024829911558550938
224,0.30021191869138075
225,0.14484324585783737
226,0.43329965022313116
227,0.3605331886790795
228,0.07801985012219737
229,0.25575436888923464
230,-0.4010046201902805
231,-0.2799553327608064
232,-0.43301670584108853
233,-0.7107239983940774
234,-0.3131339507679254
235,0.1031766113623983
236,0.6287671614759306
237,0.8902113144006283
238,0.28139858873703655
239,-0.09008925556862134
240,0.05864148235512409
241,-0.47221092020376565
242,-0.4234796903173903
243,0.0007509077836260203
244,0.08528564817129784
245,-0.7496239959187825
246,-0.8085337973047548
247,-0.5058368555054882
248,0.3441622750539811
249,0.4821794296056166
250,-0.47589003013369535
251,0.12306634341609102
252,0.17692996851891996
253,0.26784859975760444
254,-0.8416667404166291
255,-2.2265522248822065
256,-2.118959748697474
257,-1.303445020842558
258,-0.32577637142902927
259,0.03448941253538488
260,-0.09726486708154507
261,-0.5896902621474475
262,-0.31600223447795417
263,0.6956750864042257
264,0.6202222398081905
265,0.2564083918141662
266,-0.010644679081838387
267,-0.15767203420584502
268,-0.021157263544772972
269,0.01766025253626625
270,-0.242284009538422
271,0.1741122747724264
272,0.6624016668012063
273,0.37595141255111675
274,0.3334686702945887
275,0.2390884864257908
276,-0.41595016602817947
277,-0.6129331392601611
278,-0.6339805701044775
279,-0.4522175522225864
280,0.09196246543967973
281,-0.10144850876491668
282,-1.0278632537629722
283,-0.8402769843095009
284,-0.892423045017944
285,-0.645175063725651
286,0.25635333845230696
287,0.7888436433470982
288,0.5673923489364506
289,0.1703591780315975
290,0.059089885496650306
291,0.096719791101389
292,-0.6528778322534428
293,-0.1317843369105316
294,-0.08152398423330337
295,-0.6007289721396043
296,-0.7819304631911254
297,-0.017177416984059724
298,0.7029439640865445
299,0.7687522019266952
300,0.24728359858887855
301,0.48466295483569055
302,0.1754347473357128
303,0.2088105103465903
304,0.8409827699320285
305,1.4138960823479918
306,0.8279664818418115
307,-0.026473526051151858
308,-0.725919377992131
309,-0.534404422430807
310,-0.5756807100461918
311,-0.3360846037259825
312,-0.039813315831385414
313,0.20268379345441664
314,0.8791455365718658
315,0.561581624315211
316,-0.6391532222229995
317,-0.62877343829598
318,-1.1202961815109875
319,-0.960197293461634
320,0.26972874906368416
321,0.5448225776910872
322,0.18563253191348306
323,0.2681003259480482
324,-0.3890517144621424
325,-1.3023960670401435
326,0.038599783041371016
327,0.5157307296453102
328,0.17016977850657677
329,0.2497193081328727
330,-0.28116236013320894
331,-1.064924033163911
332,-0.7095231064095053
333,0.3487640155974916
334,0.11655674150733225
335,0.11083548855571415
336,-0.2416049820284208
337,-0.3259851319724785
338,0.5317773585045696
339,0.7023823377163148
340,0.11570546860620762
341,0.3185334925207592
342,0.3264907815226462
343,-0.6156428438070521
344,-0.7508905623964738
345,0.003243490983051045
346,-0.167833213233998
347,0.5275877083996768
348,1.0204240415848753
349,0.6435331631329344
350,-0.19000972792209092
351,0.08151243625708177
352,-0.01752523215078461
353,-0.7842847430038256
354,-0.9326020673026851
355,-0.5779987365131476
356,0.3044086057513941
357,0.3587633569814374
358,0.11953704958092234
359,0.4675328364555276
360,0.3665289937516457
361,0.27391237242774097
362,0.4108803627491875
363,0.32855345096365096
364,0.02671647030503116
365,-0.5117889127171171
366,-0.17684093835897507
367,0.4811725661045041
368,-0.02054062776648241
369,0.19892136854067477
370,0.7350939199601647
371,0.8024829841728528
372,0.11910417001714063
373,0.29513668761223605
374,0.3643200105263013
375,-0.6074306865015174
376,-0.7933165654270198
377,-0.9401303327858613
378,-0.3430668879984372
379,-0.025431291125897246
380,-0.4318680233036365
381,-0.10416377403134652
382,0.5747933556551612
383,0.645451841612777
384,-0.1584945115776768
385,0.11759023324716339
386,-0.05552744541457627
387,-0.021071655760654173
388,0.21687560959856014
389,-0.4060303447333126
390,-0.7176179043288464
391,-0.660428097421982
392,-0.6491700139445064
393,-1.0269759953411954
394,-0.4083940056707011
395,0.24024372793089943
396,-0.3548929013249152
397,-0.16769783322846696
398,-0.47230043386919884
399,-0.1726381722254004
400,0.34171517045032745
401,0.014570076390046954
402,-0.16167083728363135
403,-0.47239916234505147
404,-0.24681197402002286
405,0.044344813569790906
406,0.3347351232483678
407,0.3041309776306608
408,-0.3134933281253235
409,-0.15192973614234004
410,0.27837723111104323
411,0.18880053932975244
412,0.8021914562486895
413,0.5138108467353366
414,0.43479118972143654
415,-0.1974813967782018
416,-0.7375424255130347
417,0.020088779017339298
418,-0.2417380273958727
419,-0.2822473865040029
420,-0.367725310682082
421,-0.645859177859657
422,0.07816219077160846
423,-0.15940140693141025
424,-0.34868564764177146
425,-0.9619269430722548
426,-0.4677055240912197
427,0.416580892726472
428,0.6523460067333462
429,0.8178951029036505
430,0.12456949161687697
431,-0.12172134400990106
432,-0.1586550512033743
433,-0.3453691871073242
434,-0.6904319573880818
435,-0.2738993228492479
436,0.49254582029483635
437,0.404780669565155
438,0.3936018929400726
439,-0.1179179728593403
440,0.1930299367770133
441,0.0352888995098265
442,0.08877358797718868
